id	content_type	sentence
40868	other	jan Ton taso li sona e sinpin lawa pi meli ni. ona ni li moli e jan.
40869	other	jan Ton li lukin e sinpin lawa pi mije ni. ona ni li moli e jan.
40870	other	sina sona ala sona e ni: tenpo suno pini la jan Ton li ala lon ni tan seme?
40871	other	tenpo pini la mi pilin ala e ni: jan Ton li kama pali e ijo.
40872	other	tawa ni la sina kama jo ala e tenpo ken.
40873	other	tawa ni la sina kama jo ala e tenpo ken.
40874	other	tawa ni la sina mute li kama jo ala e tenpo ken.
40875	other	ona li pona ala e palisa lipu.
40876	other	sina lukin e mi.
40877	other	mi sona ala e ni: seme la ona mije li tawa?
40878	other	jan Ton li wile sona e ijo la ona li toki tawa sina mute anu seme?
40879	other	ona kin li kama ala kama? - wile mi li ni.
40880	other	sina wile ala tawa lon ni la o tawa ala.
40881	other	sina wile ala tawa lon ni la o tawa ala.
40882	other	tenpo suno Mun la jan Ton li tawa sin tawa ma tomo Pasen kepeken tomo tawa kon.
40883	other	seme la jan lili sina li lon?
40884	other	sina tawa weka ala la ona mute li moli e sina.
40885	other	tan seme la sina pali e ike tawa ona?
40886	other	ona li toki e ni: tawa ona li pona lon telo.
40887	other	ken la jan Ton li wile pali e ni.
40888	other	mi jan Lopin.
40889	other	mi tan ma Lise.
40890	other	jan lawa li wile toki tawa sina lon tomo sitelen ona.
40891	other	tenpo pini la jan Ton li pana e sona. tenpo ni la ona li pali ala sin.
40892	other	jan Ton li toki e ni tawa jan ale: ona li wan taso.
40893	other	jan Ton li lukin e sina lon seme?
40894	other	mi jo e moku.
40895	other	jan Ton li jo e poki telo.
40896	other	linja lawa mi li kama suli ike.
40897	other	o toki ala e ijo pi ale ni.
40898	other	o kepeken supa moku.
40899	other	ken la mi mute li wile kepeken supa monsi.
40900	other	jan Ton li anpa e mi lon musi supa.
40901	other	ilo kalama li kalama la tenpo kama poka la tomo tawa telo li tawa weka tan ma awen.
40902	other	o lukin e ni: ko lete li selo e nena suli ni.
40903	other	o lukin e ni: ko lete li selo e nena suli ni.
40904	other	o lukin e ni: ko lete li selo e nena suli ni.
40905	other	tenpo suli pi lon ona li lon ma ante.
40906	other	insa pi tenpo suno la ona li moku e pan.
40907	other	tomo la jan Ton li toki lon toki Kanse taso.
40908	other	kasi loje pi ma kasi mi li pona lukin a!
40909	other	jan Ton li kama lon open pi tenpo lili luka luka pini, taso mi awen lukin ala e ona.
40910	other	ona mute li pali e ni, la ni li ike pali tawa ona mute.
40911	other	jan Ton li lon monsi mi.
40912	other	mije sama mi li pona e ilo tawa mi pi sike tu.
40913	other	mi pona e kiwen uta mi lon tenpo tu lon tenpo suno.
40914	other	mi toki ala e kama pona tawa ona.
40915	other	jan Mewi li weka e ilo lukin ona lon ma kasi.
40916	other	toki Alapi li toki pi kute pona.
40917	other	sina kama lon tomo mi la ni li pona tawa mi.
40918	other	tenpo pini la sama ona mute li pona e tomo tawa.
40919	other	jan Ton li wile ala kepeken e len sin.
40920	other	jan Ton li pana e pona mute.
40921	other	jan Ton li pilin pona ala lon ni.
40922	other	jan Ton li kama lon tenpo pi suli ike.
40923	other	jan Ton en Mali li moli e ona sama.
40924	other	jan Ton en jan Mali li jan pona.
40925	other	mi insa lon jan Ton en jan Mali kepeken supa monsi.
40926	other	mi wile ala pini e jan Ton.
40927	other	jan Ton li jan pi pilin akesi.
40928	other	tenpo suno pini la jan Ton li kama ala tawa tomo ona.
40929	other	jan Ton li sona e ni: nasin seme la jan li kepeken e ni.
40930	other	suwi pi telo kasi seli ni li lili ike tawa mi.
40931	other	tan seme la jan li pali e ijo nasa ni?
40932	other	tomo ni pi tomo tawa li ken jo e tomo tawa tu.
40933	other	jan lawa li pona.
40934	other	ona li pali e ni: tenpo kama la sina pali ala e ni.
40935	other	mi pilin e ni: tenpo pini la sina jan sona lon ma Oselija.
40936	other	tenpo pini la mi mute li sona e ni: sina li pana e ni lon ni.
40937	other	jan Mewi li pana e tomo ona tawa lukin mi.
40938	other	soweli tawa li weka e jan Mewi tan monsi.
40939	other	jan Mewi li kama pakala lon pakala pi tomo tawa.
40940	other	jan Lusi li sona e jan Mewi.
40941	other	jan Mewi li pini e pali ona.
40942	other	jan Mewi li awen e ijo lon luka ona.
40943	other	jan Mewi li lukin e waso, la ni li pona tawa ona.
40944	other	jan Ton li sona wawa e ni: ona li pali e seme.
40945	other	jan ale pi ma ale li kama sona e jan Ton.
40946	other	ala lili taso la ilo tawa li moli e jan Ton.
40947	other	jan Ton li pilin utala tan mije lili ona.
40948	other	jan Ton li toki suli e ni: ona li pana e pona tawa mi mute.
40949	other	jan Ton li moku e telo nasa loje.
40950	other	jan Ton li moku e telo nasa pan.
40951	other	ken la jan Ton li wile pali e ike.
40952	other	jan Ton li lukin e sina.
40953	other	tawa lukin la jan Ton li jan pi mani mute.
40954	other	tawa lukin la jan Ton li sama jan pi pona sijelo.
40955	other	jan Ton li toki e ni: mi ken kepeken e supa monsi suli tawa lape mi.
40956	other	jan Ton li toki e ni: ona li pilin akesi tan tomo lili.
40957	other	jan Ton li toki e ni: ona li kama jo e tomo tawa pi sin ala lon esun.
40958	other	jan Ton li kepeken ala e toki lon.
40959	other	jan Ton li toki e ni tawa mi: mama ona li jan pi pona sijelo.
40960	other	jan Ton li toki e ni tawa mi: mi o tawa ala pi wawa ike kepeken ilo tawa.
40961	other	jan Ton li toki e ni tawa mi: mi wile lukin e ona lon tomo ona.
40962	other	jan Ton li toki e ni tawa mi: mi o toki lon tenpo pi suli mute.
40963	other	jan Ton li toki e ni: sina toki lon ala.
40964	other	jan Ton li toki e ni: ona li kama ala.
40965	other	tenpo ale la jan Ton li toki lon.
40966	other	tenpo ale la jan Ton li toki e pilin ona.
40967	other	jan Ton li open e poki monsi pi tomo tawa.
40968	other	tawa lukin pi jan ale la jan Ton li olin e sina.
40969	other	jan Ton li lape lon ma pi kasi lili.
40970	other	jan Ton li sona e nasin.
40971	other	tenpo pini la jan Ton li sama mama mije tawa mi.
40972	other	jan Ton li jan toki pona.
40973	other	jan Ton li pana e mani ona lon esun pi mani pi tomo pali.
40974	other	sitelen insa pona li kama tawa jan Ton.
40975	other	jan Ton li toki ala e ale tawa mi.
40976	other	jan Ton li pana e olin uta lon uta mi.
40977	other	jan Ton li jo ala e jan pona tawa ni: ona li ken toki tawa ona.
40978	other	pilin pi jan Ton li pona mute li sama ni: kiwen jelo pi mani mute.
40979	other	jan Ton li ken pona awen sona.
40980	other	jan Ton li pana e pona ni tawa mi: mi pona e ilo tenpo mi.
40981	other	jan Ton li kama nanpa wan. ona li kama jo e sike pi kiwen mani jelo.
40982	other	jan Ton li kepeken luka sama sitelen.
40983	other	jan Ton li pana e mi lon ma pi tomo tawa kulupu.
40984	other	jan Ton li pali lon tomo pali.
40985	other	tenpo pini la tomo pi jan Ton li lon ni.
40986	other	tenpo pini la jan Ton li pilin ike la tenpo ni la ona li pilin ike lili.
40987	other	jan Ton li wile awen sona e nimi la ni li kiwen tawa ona.
40988	other	jan Ton li wile kama tan supa lape lon tenpo pona la ni li kiwen tawa ona.
40989	other	jan Ton li wile moku lili la ni li kiwen tawa jan Ton.
40990	other	tan tan ijo la jan Ton li ike tawa jan.
40991	other	open la jan Ton li sama jan pona tawa lukin.
40992	other	jan Mewi li tawa ala li kepeken supa monsi. lukin ona li pini.
40993	other	jan Ton li wile ala awen sin.
40994	other	jan Ton li wile ala awen sin.
40995	other	meli olin pi jan Ton li wile ala e olin pi jan Ton.
40996	other	meli olin pi jan Ton li tawa weka tan jan Ton. tan ni la ona li wile ala awen olin e jan Ton.
40997	other	ona li wan taso lon tomo.
40998	other	jan li weka e poki mani mi lon tomo tawa kulupu.
40999	other	tenpo pi suli seme la sina weka?
41000	other	tenpo pi suli seme la sina mute li weka?
41001	other	ken ni li poan tawa mi: tenpo suno kama la mi lukin e ona.
41002	other	tenpo pini la mi toki a e ni tawa sina: o toki ala tawa mi kepeken ilo toki!
41003	other	suno li kama anpa lon monsi ma.
41004	other	o toki e ni tawa mi: nasin seme la ni li ken lon.
41005	other	o toki e ni tawa mi: nasin seme la ni li ken lon?
41006	other	o toki e ni tawa mi: nasin seme la ni li ken lon?
41007	other	o toki e ni tawa mi: nasin seme la ni li ken lon.
41008	other	jan Ton li ken pana sona e toki Kanse en toki Inli kin.
41009	other	mi wile sona mute e sina.
41010	other	mi pini moku.
41011	other	jan li toki ike tawa sina la o pilin ike ala.
41012	other	jan li toki ike tawa sina la o pilin ike ala.
41013	other	jan li toki ike tawa sina la o pilin ike ala.
41014	other	ona li lon kulupu la ni li ike tawa ona.
41015	other	uta mi li pakala.
41016	other	tenpo seli li kon telo seli mute lon ni. kin tenpo lete li kon telo ala.
41017	other	mi sona ala kin e ni: ona li pana e ike mute tawa sina.
41018	other	jan ante li kama toki tawa jan Mewi, la jan Mewi li sona ala e ni: ona o toki e seme tawa jan ante.
41019	other	jan ante li kama toki tawa jan Mewi, la jan Mewi li sona ala e ni: ona o toki e seme tawa jan ante.
41020	other	mi wile sona e ni: ona li tawa lon seme.
41021	other	mi wile e ni: jan li pona e ilo tenpo mi.
41022	other	telo nasa pan li pona.
41023	other	jan Ton li lape lon tomo pali.
41024	other	mi sona ala e ni: mi ken sona e ni: sina wile toki e ni tawa mi.
41025	other	ona li suli.
41026	other	ona li lon ala ni.
41027	other	ona mije li olin mute e sina sama ni: mi olin e sina.
41028	other	jan Ton li wile ala e ni.
41029	other	lon tenpo ala.
41030	other	tenpo suno pini la jan Ton li kama jo e len sijelo lon esun.
41031	other	tomo telo mije li lon noka tomo nanpa tu.
41032	other	ona mute li pilin e ni: tenpo pini la ni li ike tawa mi mute.
41033	other	pan soweli wan li pona lili. seme li pona mute? - pan soweli tu!
41034	other	lon tenpo ala.
41035	other	ona li kepeken e len meli poka e linja sitelen loje.
41036	other	tenpo pimeja la suno lili li suno lon sewi.
41037	other	telo kasi seli li pona mute tawa mi. telo wawa li pona lili.
41038	other	mi pilin e ni: jan Son li olin e jan Mewi.
41039	other	tenpo pimeja ni la sina kama ala kama?
41040	other	sina insa ala lon supa lape la sina pali e seme?
41041	other	sina wile ala wile weka?
41042	other	sina wile ala wile toki e ijo tawa mi lon tenpo pini?
41043	other	"""sina kute e ni la sina sona e ni anu seme?"" - ""nimi ala."""
41044	other	tenpo suno musi pona tawa sina!
41045	other	mi pilin e ni: sina kama lukin e ona.
41046	other	mi lon ala ni, la o lawa pona e sina!
41047	other	weka mi la o lawa pona e sina!
41048	other	tenpo seli la ona li lete lon ni kin.
41049	other	tenpo pimeja ni la sina kama ala kama?
41050	other	mi ala lon ni la sina sona e ni: sina ken toki tawa mi.
41051	other	ona li toki e ni: ona li kute ala e ijo tan sina.
41052	other	tenpo wan la sina ken ala ken pali e pona lon tenpo lon sina?
41053	other	mi ken pali e ijo tawa sina la o toki tawa mi.
41054	other	mi wile e utala ala.
41055	other	wile mi la ni li ike mute ala tawa sina.
41056	other	ni li lon ala ni: mi mute li toki tan ni.
41057	other	soko ni li ike tawa sijelo.
41058	other	mi tomo e tomo lon ma Tulu.
41059	other	ken ni li pona tawa mi: ijo li kama ante.
41060	other	mi ken ala sin.
41061	other	mi lukin e meli lawa ma.
41062	other	mi moku ala la mi moli.
41063	other	seme li kama? jan Lela li sona ala e ni.
41064	other	jan Lela li toki tawa sewi e ni: sewi o weka e ike ona.
41065	other	jan Mewi li kama loje sama seli.
41066	other	jan Mewi li kute e kalama.
41067	other	jan Ton li kepeken e len sama jan pali ni: ona li tawa mun.
41068	other	jan ale li wile pali e ona anu seme?
41069	other	len pi ilo sona li seme?
41070	other	wawa pi mute seme la mi mute li jo tawa lawa?
41071	other	ona mute li pimeja walo.
41072	other	ona li sona ala e mi.
41073	other	ona li jo e soweli tomo.
41074	other	ona li wile open kin.
41075	other	ona li kepeken toki Inli e toki Kanse kin.
41076	other	ona li ken toki kepeken toki Tosi.
41077	other	tenpo ale la ona li moku e kon seli pi kasi wawa.
41078	other	ijo ala li monsuta tawa ona.
41079	other	ona li pilin e ni: toki ni li musi.
41080	other	ona li meli tan ma Pokasi.
41081	other	tenpo kama poka la jan Ton en jan Mewi li tawa tomo.
41082	other	tan seme la sina kama sona e toki Kanse?
41083	other	mi pana e ijo mi lon poki.
41084	other	jan Ton li pana e telo uta.
41085	other	mi pana e poki tawa mi lon seme?
41086	other	suno li kama anpa.
41087	other	ko lete suwi li pona tawa jan Ton.
41088	other	jan ale pi kulupu mama mi li jo e mani mute.
41089	other	jan Ton li pali e ale tan ni: pakala li ken ala kama tawa jan Mawi.
41090	other	tomo tawa pi telo anpa li sewi lon telo.
41091	other	jan Mewi li pakala e luka pi ona sama kepeken palisa lipu.
41092	other	nena kute wan ona li kute ala.
41093	other	ona li toki suli. taso toki suli ona ni li jaki.
41094	other	pona. sina ken ala ken toki sin e ni?
41095	other	jan ale li wile tawa ma pi mama sewi. taso jan ala li wile e ni: moli li kama.
41096	other	mi wile ala pali e ni lon tenpo sin.
41097	other	sina tawa ala tawa poka pi telo suli?
41098	other	mi lukin ala e ijo sin.
41099	other	jan pona sina ni li lawa e ni: sina kama lon kulupu ike.
41100	other	len noka pi jan Ton li lon anpa pi supa lape ona.
41101	other	mi kute e kalama ni: telo lili li kama anpa.
41102	other	sina lukin jo e ijo. sina kama jo e ona anu seme?
41103	other	ma pi tomo tawa telo li lon poka pi tomo tawa linja.
41104	other	ko lete walo li pona tawa mi kin. taso mute li pona lili taso.
41105	other	tenpo mute la jan pi toki Epelanto li toki tawa jan pi toki Epelanto e ni: sina jan sama mi.
41106	other	jan Ton li jan pi pona mute.
41107	other	jan ale li kepeken e toki sama.
41108	other	ona li kama tan open pi nasin suno, la ona li kama lukin e insa pi nena mute lon ma Sina li kama awen lon ni.
41109	other	ona tu ale li jo e sinpin lawa pi pilin pona.
41110	other	ona li pali e pona.
41111	other	jan Ton li wile kama jo e ijo lon esun. mi sona e ona.
41112	other	tenpo ale la tomo seli li jaki.
41113	other	sina tawa ala tawa poka pi telo suli?
41114	other	sina awen lon seme lon ma tomo?
41115	other	jan esun li lukin taso e ni: mani li wile kama pi mute en mute.
41116	other	o awen lon supa lape!
41117	other	jan li ken ala ken pana e pona tawa mi?
41118	other	tenpo esun kama la mi lukin e jan pi pana sona mi.
41119	other	mi wile ala seli e ona.
41120	other	ona li kama sin, la o toki e wile sona tawa ona.
41121	other	nasin seme la lon pi mi mute li kama lon?
41122	other	ni li ike tawa mi. o pana e ijo ante tawa lukin mi.
41123	other	ona li meli li jo e lawa pi wawa mute.
41124	other	sina kama lon ni la o toki e ni tawa mi.
41125	other	mi kepeken lipu pi nimi ale, la ni li ike tawa sina anu seme?
41126	other	tan seme la sina kama jan pali pi nasin pali?
41127	other	sina moku ala moku lon poka mi lon open pi tenpo pimeja?
41128	other	kon li ike lon ni. sina ken ala ken open e lupa suno?
41129	other	mi ken ala kepeken sijelo mi tawa pali.
41130	other	jan ala li ken toki e ni: ijo lon ni li lon ala.
41131	other	ona li kama jan pi tomo poki tan ni: ona li weka akesi e ijo.
41132	other	jan utala li toki suli e ni tawa jan lawa: tenpo ale la ona li pana e pona tawa jan lawa.
41133	other	kama pi tenpo suli nanpa tu tu la mi pali.
41134	other	mi toki lon toki Kanse la ni li pona tawa mi. mi toki lon toki Inli la ni li kiwen tawa mi.
41135	other	jan Mali li toki e ni: ona li pilin ike.
41136	other	mi pilin e ni: sina jo e len ni, la sina pona lukin.
41137	other	tenpo pini la mi lon ma Inli la tenpo mute la mi lukin e lipu.
41138	other	o pana e supa monsi lon poka. ona li lon nasin mi.
41139	other	mi moku ala e soweli.
41140	other	ken la jan Ton en jan Mali li ala lon tomo ona.
41141	other	telo sewi li pini la mi mute li tawa ma.
41142	other	open pi tenpo suno ale la mi tawa noka poka soweli tomo mi lon ma kasi pi ma tomo.
41143	other	lon li pona ale la ijo ante li pona lili taso.
41144	other	ona li sona e ale pi toki lon ala.
41145	other	tenpo pimeja la mi kin kama. ni li pona tawa mi.
41146	other	telo suli ale li kama lete.
41147	other	tenpo ni la sina lape ala anu seme?
41148	other	ali o kama pakala.
41149	other	o kama wile e ike pi lili mute!
41150	other	ilo open mi li kama weka. nasin seme la mi mute li ken open e lupa tomo kepeken wawa?
41151	other	sina sona pi pona mute e ni: mi wile toki e seme.
41152	other	tenpo pini la mi ken ala e ni: jan Ton li tawa weka.
41153	other	jan Ton o, mi wile toki tawa sina.
41154	other	ona li lon la mi toki tawa sina mute.
41155	other	jan Mewi li toki e ni tawa jan Ton: o kipisi e kili.
41156	other	sina jo ala jo e ken seme?
41157	other	jan Ton li tawa wawa kepeken noka anu seme?
41158	other	sina jan lili.
41159	other	sina jan lili.
41160	other	sina jan lili.
41161	other	sina jan lili.
41162	other	ona li pali wawa.
41163	other	ona li lukin sama ni: ona li esun ike.
41164	other	lipu toki ni li tawa sina.
41165	other	tenpo ni la mi moku e pan.
41166	other	o awen lon ni. o tawa ala e sina sama.
41167	other	olin li wile jo.
41168	other	kepeken ilo pi pana sitelen la mi ken ala ken kama jo e sitelen pi ma ni?
41169	other	mi jo e jan pona ala tawa ni: ona li ken pana e pona tawa mi.
41170	other	mi pilin lape mute tan pali mi.
41171	other	mije li wile pali.
41172	other	mi jan ala pi nasin Pasimo.
41173	other	n...
41174	other	pona a!
41175	other	jan Ton li pali e ni lon tenpo wan.
41176	other	ona li kepeken supa anpa.
41177	other	sina ken kepeken tenpo pi suli pona.
41178	other	mi anu la mi wile pali wawa e ni.
41179	other	suwi pan tu li lon ni.
41180	other	ona li lili e linja lawa ona kepeken ilo tu.
41181	other	sina jo ala kin e ijo pi suli sina!
41182	other	sina wile sona e toki ante anu seme?
41183	other	pali mi li lape e mi.
41184	other	jan li lawa e lipu ni tawa ma pi pona ala.
41185	other	mi pilin e ni: ona li toki suli la ona li pali.
41186	other	toki pi ijo sin li pakala e pilin ona.
41187	other	mi kute e toki pi ijo sin ni, la ni li ijo sin nasa tawa mi.
41188	other	ona li wile ala kama jo e ilo pi sitelen suno lon esun.
41189	other	sina wile la o moku e suwi pan ale.
41190	other	ona li pilin wawa e ni: mi pali e ike lon tenpo pini.
41191	other	ona li pilin wawa e ni: mi pali e ike lon tenpo pini.
41192	other	len sin li pona mute tawa ona.
41193	other	ona li jan pi sike lili. taso ni li suli mute: ona li pona lukin.
41194	other	wile mi la tenpo lili la lipu sina li kama tawa mi.
41195	other	sina wile jo e tenpo lon suli la o kepeken ala kon nasa.
41196	other	sina sona e ni anu seme: jan li tawa tomo lawa pi ma tomo tan tomo pi tomo tawa linja lon tenpo pi suli seme?
41197	other	ken la sina ken pilin e ni: seme li kama lon tenpo kama.
41198	other	jan li wile pali e suwi pan la jan li wile kepeken e sike waso e ko jelo, e suwi.
41199	other	tan seme la sina toki e wile ni tawa jan: ona o weka e ike pi sina ala?
41200	other	tenpo ni la sina sona ala kin e ni. taso nimi sina li kama lon lipu lon tenpo lili.
41201	other	ilo sona li kalama.
41202	other	o kepeken tenpo mute.
41203	other	tomo pi mama mije sama mi li lon ma tomo Paki. ona li kama lon tomo pi mi mute.
41204	other	o weka ala e poki lon anpa.
41205	other	mi wile e pona la sina jan pona mi.
41206	other	lukin laso sina li pona lukin.
41207	other	o weka tan tomo seli.
41208	other	taso ona li pona ala kin.
41209	other	jan li kama sona wawa la jan li kama lon pona pi mute en mute.
41210	other	mama mije pi meli mi li jan sewi pi sitelen musi.
41211	other	open pi sike suno mute pini la jan Ton li weka tan lukin.
41212	other	sina kepeken ilo pi sitelen suno tawa seme?
41213	other	toki Inli li ilo toki.
41214	other	o moku ala e telo ni.
41215	other	pilin pi jan Ton en mi li sama ala.
41216	other	telo li pona mute tawa soweli suli pi telo tawa.
41217	other	mije ni li pali lon tomo sitelen ona.
41218	other	mi lon tomo telo.
41219	other	moku li pona lili taso.
41220	other	mi ken ala ken toki tawa sina?
41221	other	toki! sina lon ala lon ni sin?
41222	other	tenpo suli nanpa luka luka wan la o kama tawa mi.
41223	other	mi sona e ni: tawa musi li pona tawa sina.
41224	other	jan Ton li toki ala sin e ni tawa mi: mi wile kama jo e seme lon esun.
41225	other	ale li jaki.
41226	other	o kepeken len. o kama poka mi.
41227	other	o kepeken len. o kama poka mi.
41228	other	o kepeken len. o kama poka mi.
41229	other	monsi mi li pakala la mi ken ala musi e musi Teni.
41230	other	sina pini ala pini e pali?
41231	other	mi kama tan suwi tawa pakala!
41232	other	mi pilin lape kin.
41233	other	tenpo li lili ike ni anu seme: jan li moku ala e telo nasa loje?
41234	other	o kama ala lon poka pi meli mi lon tenpo sin!
41235	other	jan Ton li anu e ni: ona li awen poka jan Mali.
41236	other	mi pali e ni: mi toki suli e seme.
41237	other	pini la ona li kama tan nasa tawa sona.
41238	other	ona li pilin e ni: mani mute en pona nasa li sama.
41239	other	tenpo kama la sina pana ala e pona.
41240	other	sina ken ala pana e pona.
41241	other	sina pilin ala pilin wawa e ni?
41242	other	sina pilin wawa e ni anu seme?
41243	other	o awen sona e ni: sina wile sitelen e nimi sina lon lipu nanpa.
41244	other	o awen sona e ni: sina wile sitelen e nimi sina lon lipu nanpa.
41245	other	o awen sona e ni: sina wile sitelen e nimi sina lon lipu nanpa.
41246	other	sina selo e ona sama lon monsi pi kasi suli.
41247	other	ni li lukin sama ni: mi en sina lon tomo tawa telo sama.
41248	other	sina jo ala jo e ilo tu?
41249	other	tomo tawa linja li tawa tomo pi tomo tawa linja.
41250	other	mi ken ala lukin e ona.
41251	other	mi tawa tomo sona ala tan ni: mi ike sijelo.
41252	other	mi sona ala e tan. taso ona li lukin sama pilin anpa.
41253	other	jan Ton li wile ala pali lon ma tomo Pasen.
41254	other	linja lawa pi jan Lisi li sike ala li jelo.
41255	other	moku telo li kiwen.
41256	other	sina wile e ni: jan ala li sona e ni: sina jan seme.
41257	other	o awen sona e mi mute.
41258	other	sina pakala e lawa.
41259	other	kili li loje la ona li moku ala e ona.
41260	other	mi sona ala e ni: sina pilin sama ni: mi pilin.
41261	other	mi lon ijo ante.
41262	other	tenpo suli kin la mi alasa e pali.
41263	other	jan Ton li tawa wawa kepeken wawa ona ale tan ni: tawa lukin la jan Mewi li toki e ijo sin pona.
41264	other	mi pilin e ni: ni li suli ala.
41265	other	mi sona e ijo!
41266	other	mi kepeken toki Epanja la ni li pona tawa mi.
41267	other	mi kepeken ala supa lape.
41268	other	nasin seme la mani pi pali sina li kama tawa ona?
41269	other	mi jan ni: ona li ike sijelo.
41270	other	sina wile ala wile e pan?
41271	other	o moli ala e jan!
41272	other	mije Pun li jan pona tan ma Olekon. tenpo suno kama ni ona li kama tawa tomo mi.
41273	other	sina pana ala e pona sina tawa mi la mi ken ala pini e pali ni.
41274	other	sina kepeken ala nasin selo la sina ken kama lon pakala.
41275	other	poki ona li lon ni la ona li ken ala lon kin lon tomo sona.
41276	other	ona li kepeken jan lawa tawa ni: ona li ken ala kama lon nasin nasa.
41277	other	jan ni li pilin e ni: tan mi la utala li ken kama.
41278	other	waso ni li jo e nimi.
41279	other	jan ala li lukin e ona.
41280	other	pona pi suno ni li pana e pilin seli tawa mi.
41281	other	mi jan sona ala kin.
41282	other	mi sona ala e ona. o tawa supa lape.
41283	other	o pana e ona tawa lukin mi.
41284	other	ona li toki e mute pi toki lon ala tawa ona.
41285	other	mi kama jo e supa moku sike lon esun.
41286	other	ilo suno li kama pini, la jan Ton li open e ilo suno.
41287	other	jan li toki tan sina la o lukin ala e ni. o kepeken nasin sina.
41288	other	sina ken kepeken toki Mantalin anu seme?
41289	other	meli li jan kin.
41290	other	pali ona li ni: kili ma li seli.
41291	other	sina wile sona wawa la o wile e sona pi jan Ton.
41292	other	mi pilin e ni: sina wile kepeken supa monsi.
41293	other	tenpo ni li pona tawa ni: jan li kama jo e ni lon esun.
41294	other	tenpo ni li pona tawa ni: jan li kama jo e ni lon esun.
41295	other	tenpo ni li pona tawa ni: jan li kama jo e ni lon esun.
41296	other	ni li ijo sin nasa tawa mi: mama kulupu sina li jo e tomo tawa pi ma Nijon.
41297	other	sina tawa weka tan tomo ni la o pini e suno.
41298	other	jan Mewi li jo e sitelen lape ike.
41299	other	sina pilin ala pilin wawa e ni?
41300	other	sina ike kin tawa jan Ton.
41301	other	tenpo ni la sina ken ala ken pali e ni?
41302	other	ona li kepeken supa anpa la ona li kepeken ilo musi ona.
41303	other	jan Ton li jan toki pi pona mute.
41304	other	o pilin ike ala.
41305	other	o pilin ike ala.
41306	other	sina wile la sina ken moku e lili ale kin pi suwi pan.
41307	other	jan Ton li toki e sitelen insa seme?
41308	other	ona li kepeken supa monsi la ona li lukin e lipu. tenpo sama la meli ona li seli e moku lon ilo seli.
41309	other	mi pana ala e poki suli pi telo nasa lon esun.
41310	other	mije ni li kepeken len ala.
41311	other	o pini ala e lupa tomo tawa ma.
41312	other	ken la ilo open mi li kama weka.
41313	other	mi kute ala kin e ijo tan ni lon tenpo pini.
41314	other	mi pilin e ni: jan Ton li sona e ni la ni li pona tawa ona.
41315	other	jan Luli li lon sin lon tomo sona.
41316	other	mi jo e lipu toki Inli pi luka luka.
41317	other	jan Ton li kama la ona li kepeken supa monsi poka jan Mali.
41318	other	kulupu mama ona li jo e jan pi mute seme?
41319	other	wawa ilo ala lon ma tomo lili.
41320	other	ona li pilin ko.
41321	other	ona li pilin ko.
41322	other	ona li pilin ko.
41323	other	mi lawa e ni.
41324	other	ni li ike tawa kute mi: jan Ton li kama jo ala e lipu ken tawa ma ante.
41325	other	ona li pana ala e mani tawa mi.
41326	other	mi pilin e ni: jan Ton en jan Mali li kama nasa.
41327	other	jan Ton li toki e ni tawa jan Mali: jan Mali la o ken la tenpo suno ni ale la ko lete li anpa.
41328	other	jan Ton li tawa pi wawa mute. mi tawa pi wawa lili.
41329	other	sina moku e seme lon insa pi tenpo suno?
41330	other	sina sona ala sona e ni: jan li toki tawa sewi seme lon tomo ni pi toki sewi?
41331	other	mi pali lon tomo ni.
41332	other	mi wile e wan taso.
41333	other	mi wile e wan taso.
41334	other	mi wile e wan taso.
41335	other	o toki e ni tawa ona: mi lon ma Kanse.
41336	other	o toki e ni tawa ona: mi lon ma Kanse.
41337	other	o toki e ni tawa ona: mi lon ma Kanse.
41338	other	mi sona e tan pi ijo ni: tan seme la sina wile ala tawa.
41339	other	jan li kepeken ala kepeken mute e nimi jan Ton lon ma sina?
41340	other	poki toki li toki e ni: tenpo suno kama la kon sewi li seli.
41341	other	sina wile ala wile kama jo e ijo lon esun?
41342	other	nimi pi kepeken ona li pana e pilin wawa tawa mi.
41343	other	jan Tan li tawa weka tan jan Linta. tan ni: lon ona li ike poka ona meli.
41344	other	o kama lon poka ni.
41345	other	mi sona e ni: lon li tenpo lili.
41346	other	tenpo mun tu wan la mi lon ma tomo Paki.
41347	other	tenpo ale la ona li kepeken toki lon ala tawa sina.
41348	other	sewi li lukin sama kon pona en ni: mute pi suno lili li lon sewi.
41349	other	mi pilin e ni: ona li pana e telo tawa telo nasa.
41350	other	sina pilin lete sin anu seme?
41351	other	tenpo pi suli seme la ona li lon ala ni?
41352	other	mi sona e ni: mi pali e ijo pi ike mute.
41353	other	mi ken ala kama jo e ona lon luka mi.
41354	other	jan li toki e ni: kalama musi li toki pi akesi sewi la ni li sona wawa.
41355	other	ken ala e ni: tenpo li lili la jan li kama sona e toki Inli.
41356	other	tenpo suno kama la mi ken ala ken kama lon poka sina?
41357	other	tenpo suno pini la ijo li kama la mi ken ala ante e ni.
41358	other	mi ken ala kama jo e ijo pi mani lili lon esun tan ni: mi jo ala e mani pi mute pona.
41359	other	sina kepeken nasin seme la ni li sama tan ni: tenpo pona la sina kama lon ni.
41360	other	sina pali e seme lon ma tomo Pasen?
41361	other	sina ken ala ken tawa e jan Ton lon tomo pi pona sijelo?
